Chr	Pos	S1S2	S1S3	S1S4	S1S5	S1S6	S1S7	S1S8	S1S9	S1S10	S1S11	S1S12	S2S3	S2S4	S2S5	S2S6	S2S7	S2S8	S2S9	S2S10	S2S11	S2S12	S3S4	S3S5	S3S6	S3S7	S3S8	S3S9	S3S10	S3S11	S3S12	S4S5	S4S6	S4S7	S4S8	S4S9	S4S10	S4S11	S4S12	S5S6	S5S7	S5S8	S5S9	S5S10	S5S11	S5S12	S6S7	S6S8	S6S9	S6S10	S6S11	S6S12	S7S8	S7S9	S7S10	S7S11	S7S12	S8S9	S8S10	S8S11	S8S12	S9S10	S9S11	S9S12	S10S11	S10S12	S11S12
5	3178838	0.427602	0.244218	0.151581	0.163327	0.126024	0.261119	0.309536	-nan	0.153439	0.670782	0.458705	0.061566	0.171354	0.150073	0.233196	0.0449247	0.0366086	0.425641	0.167287	0.081166	0.0344375	0.0371126	0.0242303	0.0705216	0.0244282	0.0134897	0.238095	0.0472488	0.24233	0.113216	0.00816143	0.0100156	0.0773724	0.0711346	0.146953	0.0240335	0.40384	0.231789	0.0164125	0.0646012	0.0583363	0.153439	0.0233366	0.375698	0.208227	0.118433	0.111187	0.114583	0.0343714	0.480943	0.292401	0.0271863	0.259259	0.082841	0.16901	0.0664037	0.300412	0.0847007	0.187362	0.0820997	0.153439	0.670782	0.454545	0.382084	0.227642	0.0538261
5	3178847	0.488419	0.256027	-nan	0.180455	0.140145	0.272664	0.291415	-nan	0.170769	0.522727	0.458705	0.105476	0.466667	0.192237	0.286458	0.0609912	0.0869185	0.486667	0.207759	0.00790341	0.0208932	0.210868	0.0222255	0.0643191	0.0244282	0.00674912	0.25	0.0446637	0.1235	0.113216	0.130709	0.0879526	0.25	0.248405	-nan	0.125207	0.5	0.455753	0.0183288	0.0562142	0.0372103	0.170769	0.0233366	0.216635	0.194431	0.111789	0.0834099	0.128889	0.0362536	0.315167	0.283384	0.0254126	0.270833	0.0740213	0.0818055	0.0664037	0.282051	0.0632413	0.102629	0.0961378	0.170769	0.522727	0.454545	0.226981	0.213678	0.0289945
5	3178855	0.532269	0.327798	0.209048	0.214835	0.213847	0.317274	0.323229	-nan	0.208	0.492063	0.505102	0.11055	0.261938	0.249893	0.286458	0.074799	0.107653	0.511111	0.232198	0.00901446	0.0208932	0.0618749	0.0586521	0.0675749	0.0219393	0.00840613	0.294118	0.0758993	0.0967763	0.118124	0.00634642	0.00869755	0.0721547	0.0577924	0.171598	0.0301495	0.233775	0.261733	0.0093097	0.0655828	0.05116	0.172454	0.0298836	0.22256	0.248719	0.0890851	0.0628781	0.17037	0.0385208	0.256975	0.283384	0.0187551	0.287037	0.0637336	0.0627265	0.0880815	0.285714	0.0722619	0.0939141	0.115322	0.175	0.470899	0.480519	0.203522	0.236436	0.0195373
5	3178873	-nan	-nan	-nan	0.186568	0.194222	-nan	0.238138	-nan	0.333333	-nan	-nan	-nan	-nan	0.160461	0.16836	-nan	0.213686	-nan	0.333333	-nan	-nan	-nan	0.114377	0.147079	-nan	0.162145	-nan	0.333333	-nan	-nan	0.127607	0.149318	-nan	0.182915	-nan	0.333333	-nan	-nan	0.0170036	0.266068	0.0135705	0.176955	0.140146	0.12341	0.114742	0.272974	0.0199937	0.183673	0.103951	0.155779	0.147431	0.312598	-nan	0.4	-nan	-nan	0.22807	0.107725	0.178985	0.162491	0.333333	-nan	-nan	0.333333	0.333333	-nan
5	3178884	-nan	-nan	-nan	0.132339	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.160461	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.114377	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.116702	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.122085	0.119282	0.111111	0.153439	0.16306	0.12341	0.114742	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3178898	-nan	-nan	0.140491	0.281222	0.305961	-nan	-nan	-nan	-nan	0.138672	-nan	-nan	0.211471	0.326842	0.363276	-nan	-nan	-nan	-nan	0.2125	-nan	0.111111	0.275399	0.289233	-nan	-nan	-nan	-nan	0.125	-nan	0.0818563	0.0771835	0.113708	0.111111	0.176955	0.170923	0.0102748	0.122085	0.0187899	0.279412	0.272727	0.292929	0.306671	0.0702721	0.275698	0.293169	0.285714	0.330357	0.330534	0.0639308	0.289526	-nan	-nan	-nan	0.125	-nan	-nan	-nan	0.125	-nan	-nan	0.179688	-nan	0.167352	-nan	0.125
5	3178909	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.125	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.2125	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.125	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.125	-nan	-nan	-nan	-nan	-nan	-nan	0.179688	-nan	-nan	-nan	-nan	-nan	0.125	-nan	-nan	-nan	-nan	0.138672	-nan	-nan	-nan	0.125	-nan	-nan	0.179688	-nan	-nan	0.125	0.138672	-nan
5	3178981	-nan	0.109077	-nan	0.18093	0.515434	-nan	-nan	-nan	-nan	-nan	-nan	0.0539945	-nan	0.140522	0.50477	-nan	-nan	-nan	-nan	-nan	-nan	0.115276	0.0478559	0.367156	0.0737536	0.068595	0.201653	0.0928781	0.0703483	0.113313	0.186629	0.518806	-nan	-nan	-nan	-nan	-nan	-nan	0.197914	0.148456	0.140556	0.263333	0.173784	0.145325	0.184825	0.505218	0.5	0.563636	0.523935	0.507538	0.517739	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3179070	-nan	-nan	-nan	0.214835	0.576966	-nan	-nan	-nan	-nan	-nan	0.235819	-nan	-nan	0.0909367	0.50477	-nan	-nan	-nan	-nan	-nan	0.0978842	-nan	0.109534	0.520232	-nan	-nan	-nan	-nan	-nan	0.13369	0.259893	0.601243	-nan	-nan	-nan	-nan	-nan	0.279673	0.277356	0.0917594	0.0833333	0.172454	0.139358	0.0960168	0.0139559	0.505218	0.5	0.553571	0.536301	0.507538	0.262943	-nan	-nan	-nan	-nan	0.0955711	-nan	-nan	-nan	0.101604	-nan	-nan	0.197861	-nan	0.16236	0.0998106
5	3179081	-nan	0.218828	-nan	0.214835	0.576966	0.20608	0.213943	-nan	0.290909	-nan	0.235819	0.129058	-nan	0.0909367	0.50477	0.0714286	0.0756844	-nan	0.181818	-nan	0.0978842	0.263657	0.0249532	0.22354	0.0356103	0.0380595	0.179688	0.0487831	0.133925	0.031233	0.259893	0.601243	0.253827	0.259052	-nan	0.335227	-nan	0.279673	0.277356	0.0108839	0.00936462	0.172454	0.0504469	0.0960168	0.0139559	0.301128	0.307759	0.553571	0.154891	0.507538	0.262943	0.00742554	0.170918	0.0604865	0.0757812	0.0113467	0.17037	0.0694195	0.0808497	0.00997965	0.261364	-nan	0.197861	0.181818	0.0522076	0.0998106
5	3179086	-nan	-nan	-nan	-nan	-nan	-nan	0.215106	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.0858417	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.120831	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.260148	-nan	-nan	-nan	-nan	-nan	-nan	0.0836502	-nan	-nan	-nan	-nan	-nan	0.0770362	-nan	-nan	-nan	-nan	0.0920733	-nan	-nan	-nan	-nan	0.171598	0.126419	0.0909502	0.0819611	-nan	-nan	-nan	-nan	-nan	-nan
5	3179105	0.119763	0.0747998	0.232	0.0881531	0.2	0.24661	0.058657	0.7	0.0916888	0.068617	0.104093	0.0543899	0.493113	0.212927	0.419192	0.0976028	0.06247	0.622475	0.212851	0.0306069	0.00599857	0.44147	0.221417	0.4	0.0814297	0.0838072	0.575758	0.217959	0.0526319	0.0528354	0.209735	-nan	0.703704	0.330917	1	0.206612	0.393333	0.459264	0.0887574	0.443	0.0620686	0.865385	0.0286488	0.126112	0.178421	0.666667	0.227519	1	0.0909091	0.304861	0.379032	0.220392	0.506173	0.418732	0.137916	0.118569	0.716599	0.0826659	0.0212507	0.0433702	0.844156	0.657895	0.639063	0.123973	0.184464	0.023967
5	3179123	-nan	-nan	0.274789	-nan	0.2748	-nan	-nan	-nan	-nan	0.282759	0.258627	-nan	0.168348	-nan	0.151035	-nan	-nan	-nan	-nan	0.103448	0.0664629	0.351852	-nan	0.350156	-nan	-nan	-nan	-nan	0.362452	0.335937	0.166667	0.014912	0.169101	0.166667	0.513889	0.200533	0.0537886	0.0732924	0.143934	-nan	-nan	-nan	-nan	0.117241	0.0805288	0.169113	0.142857	0.510204	0.183889	0.0436985	0.0568478	-nan	-nan	-nan	0.180296	0.150584	-nan	-nan	0.123372	0.0869141	-nan	0.521839	0.501953	0.191081	0.16569	0.0149181
5	3179170	-nan	-nan	-nan	0.180602	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.0791307	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.256568	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.134939	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.0955473	0.155069	0.0955473	0.253827	0.187032	0.0842767	0.119259	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3179171	-nan	-nan	-nan	0.180602	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.0791307	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.256568	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.152594	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.0955473	0.178539	0.0955473	0.253827	0.187032	0.0842767	0.119259	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3179380	-nan	-nan	-nan	1	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	1	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	1	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	1	1	1	1	1	1	1	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3179429	1	1	1	1	1	1	-nan	1	1	0.52381	1	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.25	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.25	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.375	-nan	-nan	-nan	-nan	-nan	-nan	0.25	-nan	-nan	-nan	-nan	-nan	0.296875	-nan	-nan	-nan	-nan	0.25	-nan	-nan	-nan	-nan	-nan	-nan	0.375	-nan	0.320287	-nan	0.375
5	3179430	0.466115	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.428571	0.52381	0.428571	0.464286	0.429089	-nan	0.52381	0.485018	0.431765	0.52381	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3179545	-nan	-nan	0.522604	1	0.58124	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.23355	1	0.327688	-nan	-nan	-nan	-nan	-nan	-nan	0.232	1	0.324556	-nan	-nan	-nan	-nan	-nan	-nan	0.55	0.0278435	0.282103	0.28	0.2	0.232512	0.206076	0.2	0.47566	1	1	1	1	1	1	0.370278	0.363636	0.272727	0.307542	0.283691	0.276608	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3179569	1	1	1	1	1	1	1	1	1	1	1	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3179631	0.130435	0.0113475	0.0215439	0.405788	0.296575	0.192547	0.162641	0.130435	0.0396843	0.132332	0.130435	0.170531	0.126766	0.757032	0.625826	-nan	-nan	-nan	0.132596	-nan	-nan	0.029688	0.340479	0.236603	0.23503	0.202279	0.166667	0.0508442	0.175167	0.171939	0.423556	0.316897	0.158715	0.125	0.125	0.0584496	0.131646	0.125	0.019367	0.777068	0.766667	0.755	0.457513	0.754757	0.758682	0.656682	0.640212	0.622222	0.352096	0.624791	0.628367	-nan	-nan	0.203404	-nan	-nan	-nan	0.173901	-nan	-nan	0.132596	-nan	-nan	0.119552	0.142128	-nan
5	3179634	0.284502	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.126111	0.0865052	-nan	0.272727	0.303807	0.272727	0.272727	0.329279	0.303807	0.272727	0.125184	0.135563	0.277031	-nan	-nan	-nan	-nan	-nan	-nan	0.114762	0.0746416	-nan	-nan	-nan	-nan	-nan	-nan	0.152593	0.114187	-nan	-nan	-nan	-nan	-nan	0.0920635	0.0588235	-nan	-nan	-nan	-nan	0.102745	0.0620802	-nan	-nan	-nan	0.182857	0.145823	-nan	-nan	0.152593	0.114187	-nan	0.09	0.0588235	-nan	0.0283484	0.12	0.0801171
5	3179648	0.0855177	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.0769231	0.116371	0.0769231	0.0769231	0.1487	0.116371	0.116371	0.112646	0.0820814	0.0962883	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3179654	-nan	0.0890124	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.0804506	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.149469	0.0714286	0.0714286	0.109551	0.0880102	0.0714286	0.111504	0.0809	0.0959203	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3179881	0.0448081	0.0482808	0.0878064	0.305541	0.187095	-nan	-nan	-nan	-nan	0.0541474	0.0978423	0.0112789	0.0149066	0.189849	0.0868663	0.0737533	0.0729143	0.064	0.0838633	0.00937307	0.0370587	0.0327568	0.221315	0.109884	0.0771208	0.071981	0.0630577	0.0871941	0.00835855	0.0515823	0.116261	0.0370086	0.115449	0.112857	0.104327	0.125104	0.0216552	0.0246785	0.0284253	0.326585	0.320337	0.313802	0.333935	0.19057	0.127887	0.211728	0.203414	0.195755	0.220332	0.0879152	0.0554808	-nan	-nan	-nan	0.0851128	0.0955711	-nan	-nan	0.0851128	0.0909091	-nan	0.0763158	0.0909091	0.0908371	0.129785	0.0448351
5	3179882	-nan	0.0581945	0.0973084	0.312775	0.195562	-nan	-nan	-nan	-nan	0.064	0.0978423	0.0434902	0.0832147	0.302045	0.183003	-nan	-nan	-nan	-nan	0.0526316	0.0947519	0.0327568	0.221315	0.109884	0.0771208	0.071981	0.0630577	0.0871941	0.00835855	0.0515823	0.116261	0.0370086	0.115449	0.112857	0.104327	0.125104	0.0216552	0.0246785	0.0284253	0.326585	0.320337	0.313802	0.333935	0.19057	0.127887	0.211728	0.203414	0.195755	0.220332	0.0879152	0.0554808	-nan	-nan	-nan	0.0851128	0.0955711	-nan	-nan	0.0851128	0.0909091	-nan	0.0763158	0.0909091	0.0908371	0.129785	0.0448351
5	3179886	0.013145	0.0175573	0.0172038	0.042224	0.0484036	0.0157426	0.190918	0.0306628	0.205629	0.0116835	0.0289396	0.0234903	0.00343226	0.0151241	0.019716	0.0342732	0.155942	0.0213816	0.170166	0.0127457	0.0466494	0.0317292	0.0577195	0.0628518	0.0246919	0.237999	0.0537161	0.254314	0.00847443	0.0323049	0.0109501	0.0148528	0.041078	0.139333	0.0163683	0.155544	0.0200772	0.0515345	0.00210372	0.07273	0.108308	0.0162906	0.130606	0.040732	0.080784	0.0799152	0.104938	0.0180815	0.128417	0.0445045	0.0878644	0.217391	0.0445544	0.246997	0.0274365	0.0130676	0.108776	-nan	0.20418	0.222222	0.147756	0.0418503	0.0529875	0.213194	0.255482	0.0404065
5	3179995	-nan	-nan	-nan	0.181273	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.112746	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.0803144	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.121928	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.0769231	0.0854081	0.130178	0.116371	0.170775	0.18306	0.11998	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3180014	-nan	-nan	-nan	0.183207	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.1059	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.094249	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.104093	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.0909091	0.0992655	0.132231	0.149941	0.149097	0.144238	0.122058	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3180037	-nan	-nan	-nan	-nan	0.158939	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.0911395	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.0814698	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.0956261	-nan	-nan	-nan	-nan	-nan	-nan	0.172638	-nan	-nan	-nan	-nan	-nan	-nan	0.086557	0.105325	0.0887574	0.121112	0.118813	0.10111	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3180047	-nan	-nan	-nan	-nan	0.141417	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.0911395	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.0814698	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.0956261	-nan	-nan	-nan	-nan	-nan	-nan	0.205733	-nan	-nan	-nan	-nan	-nan	-nan	0.086557	0.0962883	0.0769231	0.121112	0.109912	0.110099	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3180074	0.151715	0.229164	-nan	-nan	-nan	0.162458	-nan	0.165738	0.232323	-nan	-nan	0.0283355	0.10625	0.0972222	0.0896991	0.0357261	0.337963	0.020958	0.0484288	0.102267	0.0833333	0.186208	0.175824	0.168956	0.0349079	0.395604	0.0286589	0.0290617	0.184231	0.154195	-nan	-nan	0.142857	-nan	0.119247	0.193939	-nan	-nan	-nan	0.142857	-nan	0.113672	0.185797	-nan	-nan	0.142857	-nan	0.112557	0.179012	-nan	-nan	0.346939	0.0217015	0.0576466	0.146875	0.142857	0.342555	0.402918	-nan	-nan	0.0550631	0.125936	0.117293	0.185797	0.164085	-nan
5	3180075	0.415536	0.616426	0.499871	-nan	0.286927	0.348579	1	0.687152	0.336508	0.334454	0.611152	0.0475818	0.0186188	0.37799	0.0403886	0.0278344	0.620833	0.0953161	0.0455958	0.0173092	0.0787762	0.0238171	0.589884	0.14698	0.085579	0.546703	0.0286589	0.124591	0.0951249	0.0324554	0.466667	0.0909899	0.0379575	0.572222	0.042409	0.0851463	0.0368776	0.0365556	0.234772	0.333333	1	0.667627	0.296296	0.294118	0.6	0.0524866	0.716599	0.216108	0.0375886	0.0268498	0.185264	0.619048	0.112788	0.0627807	0.0230525	0.0687179	0.506916	0.687243	0.65625	0.510204	0.193235	0.138616	0.0194301	0.0379181	0.166352	0.114344
5	3180209	-nan	-nan	0.562824	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.34199	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.413919	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.413919	-nan	0.269539	-nan	0.340659	-nan	0.418371	0.246468	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3180218	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3180228	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3180341	0.125	0.125	0.15625	0.15625	0.190259	0.179688	0.15625	0.34375	0.155981	0.126909	0.15625	-nan	-nan	-nan	0.445343	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.449314	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.495596	-nan	-nan	-nan	-nan	-nan	-nan	0.492403	-nan	-nan	-nan	-nan	-nan	-nan	0.511039	0.491765	0.604706	0.498172	0.454931	0.494477	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3180376	-nan	0.0890124	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.075735	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.117968	0.104592	0.0714286	0.17551	0.129464	0.336735	0.143236	0.0855893	0.147582	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
5	3180385	0.0842852	0.0116882	0.498457	0.0120684	0.238095	0.0275143	0.181401	0.699074	0.128564	0.0513668	0.0860225	0.082782	0.337805	0.117345	0.468954	0.111031	0.0781872	0.602683	0.0629763	0.0173181	0.0516668	0.516424	0.0150674	0.230769	0.0359179	0.19278	0.709091	0.144609	0.0515636	0.0939304	0.548313	1	0.480519	0.185971	-nan	0.237473	0.354938	0.269021	0.2	0.0282402	0.214119	0.727273	0.163073	0.0829135	0.107191	0.230769	0.636408	1	0.538462	0.407407	0.454545	0.175316	0.688312	0.135788	0.0812062	0.0649038	0.507812	0.0360527	0.0857994	0.0365249	0.542484	0.612963	0.56044	0.059047	0.0417464	0.0458605
5	3180412	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.11789	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.114868	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.111111	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0.124028	-nan	-nan	-nan	-nan	-nan	-nan	0.111111	-nan	-nan	-nan	-nan	-nan	0.111111	-nan	-nan	-nan	-nan	0.11567	-nan	-nan	-nan	0.111111	-nan	-nan	0.111111	-nan	0.149123	0.119815
5	3180507	0.116257	0.0861532	0.246377	0.217391	0.217391	0.111577	0.113997	0.233494	0.13175	0.0925189	0.242512	0.00723116	0.0855239	0.0410959	0.0425357	0.00906004	0.0136772	0.0698918	0.0274048	0.00792098	0.0808343	0.104407	0.0606061	0.0606061	0.0136955	0.0128597	0.0867003	0.0343495	0.00876619	0.0978172	-nan	-nan	0.0733471	0.0804446	-nan	0.0735342	0.0907236	-nan	-nan	0.0454545	0.0467706	-nan	0.047619	0.0545455	-nan	0.0454545	0.0455715	-nan	0.047619	0.0545455	-nan	0.00527903	0.0575069	0.0195565	0.00796535	0.068595	0.0575069	0.0245234	0.0128083	0.0736785	0.0576972	0.0751804	-nan	0.0238542	0.0687831	0.0860606
5	3180712	0.384615	0.384615	0.538462	0.0972716	0.384615	0.173734	0.121626	0.384615	0.406404	0.385958	0.423077	-nan	-nan	0.178469	-nan	0.0909091	0.133454	-nan	-nan	-nan	-nan	-nan	0.187147	-nan	0.0984222	0.129417	-nan	-nan	-nan	-nan	0.405472	-nan	0.338843	0.348776	-nan	-nan	-nan	-nan	0.166667	0.0330075	0.0289635	0.192308	0.205561	0.178197	0.255192	0.0909091	0.125107	-nan	-nan	-nan	-nan	0.0241861	0.107438	0.125299	0.0951705	0.173554	0.125	0.166989	0.138297	0.184165	-nan	-nan	-nan	-nan	-nan	-nan
5	3180721	-nan	0.105667	1	0.296301	0.544206	0.717359	0.210434	0.343019	0.40975	0.2	0.404576	0.0951252	1	0.27876	0.532844	0.714286	0.207729	0.340768	0.397101	0.2	0.402536	0.844565	0.0916682	0.289032	0.445983	0.0512515	0.15709	0.193827	0.0519237	0.195379	0.678955	0.568708	0.504132	0.720904	0.603661	0.616	0.71875	0.576697	0.0726497	0.187411	0.0324543	0.0570694	0.0454884	0.038682	0.0599316	0.0483042	0.147833	0.0867631	0.0386075	0.153923	0.0561647	0.270627	0.160185	0.112409	0.2671	0.106609	0.0579167	0.100456	0.00759804	0.075587	0.0836305	0.0657201	0.0222984	0.0938555	0.064367	0.0780664
5	3180733	-nan	-nan	-nan	0.106111	-nan	-nan	0.177536	-nan	-nan	-nan	-nan	-nan	-nan	0.0791307	-nan	-nan	0.174718	-nan	-nan	-nan	-nan	-nan	0.0913608	-nan	-nan	0.170873	-nan	-nan	-nan	-nan	0.258519	-nan	-nan	0.276418	-nan	-nan	-nan	-nan	0.0714286	0.0963933	0.0643762	0.104592	0.114768	0.116981	0.174305	-nan	0.166769	-nan	-nan	-nan	-nan	0.175465	-nan	-nan	-nan	-nan	0.166667	0.206656	0.17933	0.194237	-nan	-nan	-nan	-nan	-nan	-nan
